hfpxzc href,qBF1Pd,e4rVHe,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,W4Efsd 7,UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,MW4etd,UY7F9,ah5Ghc,
https://www.google.com.br/maps/place/Fiesta+Mart+%2359/data=!4m7!3m6!1s0x864c19a8f125843b:0x43b2e522e341416a!8m2!3d33.0370288!4d-96.6957734!16s%2Fg%2F1tgnmgqq!19sChIJO4Ql8agZTIYRakFB4yLlskM?authuser=0&hl=pt-BR&rclk=1,Fiesta Mart #59,"4,1",-2.981,Supermercado,·,,·,Aberto,· Fecha 23:00,·,1200 E Parker Rd,#ERROR!,,Website,https://www.fiestamart.com/,,Rotas,Retirada na porta,·,Entrega
https://www.google.com.br/maps/place/Jusgo+Supermarket/data=!4m7!3m6!1s0x864c19d0022b21d3:0x57d88013c2f95528!8m2!3d33.0673428!4d-96.6954388!16s%2Fg%2F1tcvv7tc!19sChIJ0yErAtAZTIYRKFX5whOA2Fc?authuser=0&hl=pt-BR&rclk=1,Jusgo Supermarket,"4,2",-2.454,Supermercado asiático,·,,·,Aberto,· Fecha 21:00,·,240 Legacy Dr #200,#ERROR!,,Website,http://www.jusgosupermarket.com/plano/,,Rotas,Compras na loja,,
https://www.google.com.br/maps/place/Indopak+Supermarket/data=!4m7!3m6!1s0x864c181577aba0fd:0x7da7b8c079a6b37f!8m2!3d33.0574632!4d-96.7321557!16s%2Fg%2F1tsjf0yv!19sChIJ_aCrdxUYTIYRf7OmecC4p30?authuser=0&hl=pt-BR&rclk=1,Indopak Supermarket,"3,8",-1.076,Supermercado asiático,·,,·,Aberto,· Fecha 22:00,·,"4285, 2060 Spring Creek Pkwy",#ERROR!,,Website,https://m.facebook.com/Indopak-Supermarket-Cafe-Plano-426914760703679/,,Rotas,Compras na loja,·,Retirada na loja
https://www.google.com.br/maps/place/BAR-Ranch+Steak+Company/data=!4m7!3m6!1s0x864c19af5502970f:0x5bb4feaa8b0429da!8m2!3d33.019472!4d-96.6998321!16s%2Fg%2F11jkxj09rn!19sChIJD5cCVa8ZTIYR2ikEi6r-tFs?authuser=0&hl=pt-BR&rclk=1,BAR-Ranch Steak Company,"4,8",-439,Bife,·,,·,,,,1016 E 15th St,#ERROR!,,Website,http://barsteaks.com/,,Rotas,Refeição no local,·,Retirada na porta
https://www.google.com.br/maps/place/Wooden+Spoon+Scandinavian+Shop/data=!4m7!3m6!1s0x864c191b17f77639:0xbca22b49ddcf745c!8m2!3d33.0225641!4d-96.6996287!16s%2Fg%2F1v2jd9m2!19sChIJOXb3FxsZTIYRXHTP3Ukrorw?authuser=0&hl=pt-BR&rclk=1,Wooden Spoon Scandinavian Shop,"4,9",-190,Doceria,·,,·,Fechado,· Abre seg. às 10:00,·,1617 K Ave,#ERROR!,,Website,http://woodenspoonplano.com/,,Rotas,Compras na loja,·,Retirada na loja
https://www.google.com.br/maps/place/Afribbean+Market+Plano/data=!4m7!3m6!1s0x864c1923c4ac1d87:0x63da52e07a05cded!8m2!3d33.0076594!4d-96.7007929!16s%2Fg%2F1v8k__xj!19sChIJhx2sxCMZTIYR7c0FeuBS2mM?authuser=0&hl=pt-BR&rclk=1,Afribbean Market Plano,"4,8",-176,Loja de artigos africanos,·,,·,901 E Plano Pkwy,Fecha em breve,· 19:00 · Abre seg. às 10:00,·,#ERROR!,,Rotas,,,,Serviços no local,,
https://www.google.com.br/maps/place/P%26K+Research/data=!4m7!3m6!1s0x864c2282d9e3ba6b:0x3410960c9e174c57!8m2!3d33.0426758!4d-96.7528927!16s%2Fg%2F11gfgt4zs6!19sChIJa7rj2YIiTIYRV0wXngyWEDQ?authuser=0&hl=pt-BR&rclk=1,P&K Research,"4,6",-257,Analista de mercado,·,,·,Fechado,· Abre seg. às 09:00,·,3033 W Parker Rd,#ERROR!,,Website,http://www.pktesting.com/Locations/Plano.html,,Rotas,,,
https://www.google.com.br/maps/place/Phoenix+Food+LLC/data=!4m7!3m6!1s0x86490d313097d725:0xb825e0ac1a2d5164!8m2!3d32.5741729!4d-95.8715438!16s%2Fg%2F1tj3lgw0!19sChIJJdeXMDENSYYRZFEtGqzgJbg?authuser=0&hl=pt-BR&rclk=1,Phoenix Food LLC,"4,5",-13,Fabricante de alimentos,·,,·,Fechado,· Abre seg. às 09:00,·,1030 Reserve Dr,#ERROR!,,Website,http://www.phoenixfoodco.com/,,Rotas,,,
https://www.google.com.br/maps/place/Coffee+Del+Rey/data=!4m7!3m6!1s0x864c18fc0325fd03:0x491811e39dfdb26b!8m2!3d33.02777!4d-96.71134!16s%2Fg%2F1hhjt6dkv!19sChIJA_0lA_wYTIYRa7L9neMRGEk?authuser=0&hl=pt-BR&rclk=1,Coffee Del Rey,"4,9",-388,Torrefação de café,·,,·,Fechado,· Abre seg. às 08:00,·,1915 N Central Expy # 340,#ERROR!,,Website,http://www.coffeedelrey.com/,,Rotas,Refeição no local,·,Para viagem
https://www.google.com.br/maps/place/Pecan+Deluxe+Candy+Co/data=!4m7!3m6!1s0x864e9bba94e030b9:0xa3601d76938165ab!8m2!3d32.7683671!4d-96.8657343!16s%2Fg%2F1tf65wy9!19sChIJuTDglLqbToYRq2WBk3YdYKM?authuser=0&hl=pt-BR&rclk=1,Pecan Deluxe Candy Co,"3,2",-128,Fabricante de alimentos,·,,·,Fechado,· Abre seg. às 08:00,·,2570 Lone Star Dr,#ERROR!,,Website,http://www.pecandeluxe.com/,,Rotas,,,
https://www.google.com.br/maps/place/Kangen+Water+DFW+Texas/data=!4m7!3m6!1s0x864c18dde3fe7c13:0xd9138bf205e24f89!8m2!3d33.0100461!4d-96.7122559!16s%2Fg%2F11csqsz5s4!19sChIJE3z-490YTIYRiU_iBfKLE9k?authuser=0&hl=pt-BR&rclk=1,Kangen Water DFW Texas,"4,3",-13,Especialista em medicina holística,·,,·,Fechado,· Abre seg. às 10:00,·,621 W Plano Pkwy STE 235 Unit 8,#ERROR!,,Website,http://www.kangenwaterdfw.com/,,Rotas,Serviços no local,,
https://www.google.com.br/maps/place/Sprouts+Farmers+Market/data=!4m7!3m6!1s0x864c22cbcd12a859:0x296bfc2518cea9fc!8m2!3d33.070082!4d-96.773375!16s%2Fg%2F1tg81w5w!19sChIJWagSzcsiTIYR_KnOGCX8ayk?authuser=0&hl=pt-BR&rclk=1,Sprouts Farmers Market,"4,3",-801,Supermercado,·,,·,Aberto,· Fecha 22:00,Alimentos naturais e orgânicos,4100 Legacy Dr # 401,#ERROR!,,Website,https://sprouts.com/store/tx/plano/plano,,Rotas,Compras na loja,·,Retirada na porta
https://www.google.com.br/maps/place/Samose+Waali+-+Indian+Snacks+%26+Catering/data=!4m7!3m6!1s0x864c19756a3f5c97:0x8b643eaeca10e61d!8m2!3d33.0597764!4d-96.7314998!16s%2Fg%2F11sdw90ps7!19sChIJl1w_anUZTIYRHeYQyq4-ZIs?authuser=0&hl=pt-BR&rclk=1,Samose Waali - Indian Snacks & Catering,5,-9,Serviço de catering,·,,2011 Spring Creek Pkwy # 2000,Fechado,· Abre seg. às 16:30,·,,#ERROR!,,Website,http://www.samosewaali.com/,,Rotas,Para viagem,·,Entrega sem contato
https://www.google.com.br/maps/place/North+Food+Group/data=!4m7!3m6!1s0x864c2bcce984fc6b:0x7a6a119cb2b08170!8m2!3d32.9284572!4d-97.0212958!16s%2Fg%2F1td5900c!19sChIJa_yE6cwrTIYRcIGwspwRano?authuser=0&hl=pt-BR&rclk=1,North Food Group,"4,1",-89,Loja atacadista de alimentos,·,,·,Fechado,· Abre seg. às 06:00,·,1245 N Royal Ln,#ERROR!,,Website,http://www.northfoodgroup.com/,,Rotas,,,
https://www.google.com.br/maps/place/Williams-Sonoma/data=!4m7!3m6!1s0x864c23feeaa9ea65:0x7f160c2e8b5ef23f!8m2!3d33.0288459!4d-96.7967853!16s%2Fg%2F11rxq1t3yr!19sChIJZeqp6v4jTIYRP_Jeiy4MFn8?authuser=0&hl=pt-BR&rclk=1,Williams-Sonoma,"3,7",-76,Loja de utensílios de cozinha,·,,·,Fechado,· Abre seg. às 10:00,·,2201 Preston Rd B,#ERROR!,,Website,https://www.williams-sonoma.com/stores/us-tx-plano-preston-park/,,Rotas,Compras na loja,·,Retirada na loja
https://www.google.com.br/maps/place/Cookies+%26+Cupcake+By+Design/data=!4m7!3m6!1s0x864c2282fff1d769:0x60e1675748abe9eb!8m2!3d33.0407118!4d-96.7522406!16s%2Fg%2F1tg4lsq4!19sChIJadfx_4IiTIYR6-mrSFdn4WA?authuser=0&hl=pt-BR&rclk=1,Cookies & Cupcake By Design,"4,5",-293,Cookies,·,,·,Fechado,· Abre seg. às 10:00,·,3100 Independence Pkwy #101,#ERROR!,,Website,https://www.cookiesbydesign.com/a/store-locator/plano-tx-cookies-by-design-bakery.html?utm_source=google&utm_medium=gmb&utm_campaign=websiteclick&utm_content=Plano,,Rotas,Retirada na porta,·,Entrega sem contato
https://www.google.com.br/maps/place/Revelations+Trading/data=!4m7!3m6!1s0x864c3dc0db6db86d:0xf3cb7aaf0887451c!8m2!3d31.270037!4d-96.0065595!16s%2Fg%2F11g0h14hbb!19sChIJbbht28A9TIYRHEWHCK96y_M?authuser=0&hl=pt-BR&rclk=1,Revelations Trading,,,Fabricante de alimentos,,,·,,Aberto 24 horas,,,#ERROR!,,Rotas,,,,,,
https://www.google.com.br/maps/place/Tous+les+Jours/data=!4m7!3m6!1s0x864c19a8c8da47c5:0xc5a0227672ae0285!8m2!3d33.0392918!4d-96.6968671!16s%2Fg%2F1pzxcvk54!19sChIJxUfayKgZTIYRhQKucnYioMU?authuser=0&hl=pt-BR&rclk=1,Tous les Jours,4,-202,Padaria,·,,·,Aberto,· Fecha 20:30,·,3320 K Ave #218,#ERROR!,,Website,http://tljus.com/stores/plano-3320-k-ave?utm_source=google&utm_medium=gbp&utm_campaign=plano,,Rotas,Retirada na loja,·,Entrega
"https://www.google.com.br/maps/place/Wells+Brothers+Pet,+Lawn+%26+Garden/data=!4m7!3m6!1s0x864c19b914ce1447:0xd5751d059e4af0e9!8m2!3d33.0526587!4d-96.6913859!16s%2Fg%2F1tw_nnfb!19sChIJRxTOFLkZTIYR6fBKngUdddU?authuser=0&hl=pt-BR&rclk=1","Wells Brothers Pet, Lawn & Garden","4,7",-87,Centro de jardinagem,·,,·,Fechado,· Abre seg. às 09:00,·,5001 K Ave,#ERROR!,,Website,https://wellsbrothersfeed.com/,,Rotas,Compras na loja,·,Retirada na porta
https://www.google.com.br/maps/place/Euro+Delicatessen+Too+Inc./data=!4m7!3m6!1s0x864c22b5f9d50685:0x6077e4cd74d91835!8m2!3d33.070256!4d-96.7706372!16s%2Fg%2F11clzr6mzd!19sChIJhQbV-bUiTIYRNRjZdM3kd2A?authuser=0&hl=pt-BR&rclk=1,Euro Delicatessen Too Inc.,"4,5",-303,Supermercado,·,,·,"75024, 6832 Coit Rd #300",Fechado,· Abre seg. às 10:00,·,#ERROR!,,Rotas,,,,Serviços no local,,
https://www.google.com.br/maps/place/HerbMart/data=!4m7!3m6!1s0x864c22688656d333:0x1fd864f525fcccc6!8m2!3d33.018265!4d-96.768092!16s%2Fg%2F1td6yj34!19sChIJM9NWhmgiTIYRxsz8JfVk2B8?authuser=0&hl=pt-BR&rclk=1,HerbMart,"4,7",-201,Loja de produtos naturais,·,,·,Fechado,· Abre seg. às 10:00,·,4010 W 15th St STE 120,#ERROR!,,Website,https://herbmarttx.com/,,Rotas,Compras na loja,·,Retirada na loja
https://www.google.com.br/maps/place/La+Michoacana+Meat+Market/data=!4m7!3m6!1s0x864c196cbc269477:0xf91c6dcd487b193e!8m2!3d33.0195814!4d-96.684083!16s%2Fg%2F1td5gj9n!19sChIJd5QmvGwZTIYRPhl7SM1tHPk?authuser=0&hl=pt-BR&rclk=1,La Michoacana Meat Market,"3,6",-508,Açougue,·,,·,Aberto,· Fecha 22:00,Mercearia hispânica com taqueria,1409 Jupiter Rd Suite 102,#ERROR!,,Website,http://www.lamichoacanameatmarket.com/1409-jupiter-suite-102-plano/,,Rotas,Entrega,,
https://www.google.com.br/maps/place/80%7C20+Seasoning/data=!4m7!3m6!1s0x864c19ce45ccf76b:0xe9a811a021ecc42!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11wxlgt4r9!19sChIJa_fMRc4ZTIYRQsweAhqBmg4?authuser=0&hl=pt-BR&rclk=1,80|20 Seasoning,,,Fabricante de temperos,,,,,,,,#ERROR!,,Website,https://www.8020seasoning.com/,,Rotas,,,
https://www.google.com.br/maps/place/Star+Meat+and+Cafe/data=!4m7!3m6!1s0x864c183553f20871:0xed67bea936dbecc8!8m2!3d33.0563654!4d-96.7070685!16s%2Fg%2F11cmyvy6kp!19sChIJcQjyUzUYTIYRyOzbNqm-Z-0?authuser=0&hl=pt-BR&rclk=1,Star Meat and Cafe,"4,2",-6,Açougue,·,,700 Spring Creek Pkwy,·,,,,#ERROR!,,Rotas,,,,,,
https://www.google.com.br/maps/place/Ulta+Beauty/data=!4m7!3m6!1s0x864c3cefd4b88d39:0x69e66f7464d83dd5!8m2!3d33.107363!4d-96.812176!16s%2Fg%2F1tgc057c!19sChIJOY241O88TIYR1T3YZHRv5mk?authuser=0&hl=pt-BR&rclk=1,Ulta Beauty,"4,1",-717,Loja de cosmético,·,3333 Preston Road,Fechado,· Abre seg. às 10:00,·,(972) 668-4171,,Rotas,,,,,,,,
https://www.google.com.br/maps/place/Revision+Skincare/data=!4m7!3m6!1s0x864c29dd8cf3b80b:0xa8280d57a0b37f!8m2!3d32.890992!4d-96.985718!16s%2Fg%2F124srw35r!19sChIJC7jzjN0pTIYRf7OgVw0oqAA?authuser=0&hl=pt-BR&rclk=1,Revision Skincare,"4,3",-6,Fabricante,·,5930 Campus Circle Drive West,Fechado,· Abre seg. às 09:00,·,(214) 678-0023,,Website,https://www.google.com.br/aclk?sa=L&ai=DChsSEwiY1_yb7K-UAxW-XkgAHdsrD44YACICCAEQABoCY2U&co=1&ase=2&gclid=Cj0KCQjw2YDQBhD_ARIsAE1qeSdpQyssjjvdZ_Kfb8K_X8C47SjV9DavY8eqr9hpDuOvOh0GajTYjYYaAuvuEALw_wcB&cid=CAASuwHkaEVhLqR6o4hcUhN8UiiHw7STE5BWq2n8Slvtk-lAk8cTm-1fkcmyqSoBolltRPyjgJcxgWtr1pJ4dn8dW1Ujml4rSXtKXphXfGSkA7yyOYvNCy4A4orAxgYW2ygUOHvN4lD8RtP7RKUwkIASNqhgfsjxMcPf8VPx51VR2BppB75HGBl7wFrmcPD-9l_8t8YTVgMK2-uLPJjy5py3eLcO-NzbN1D-fNkzLdg0oKCLHT93fKifEMk3C0T3&cce=2&category=acrcp_v1_32&sig=AOD64_1VOWF8dJUVGfyvM3lr_YIuMHM8cA&adurl&q&ctype=99&nis=6,,Rotas,,,,,
https://www.google.com.br/maps/place/Macadamia+Beauty+LLC./data=!4m7!3m6!1s0x864c3cbb0dc16c77:0x45541ef437ead0ac!8m2!3d33.0776152!4d-96.8236276!16s%2Fg%2F11ckvh7llw!19sChIJd2zBDbs8TIYRrNDqN_QeVEU?authuser=0&hl=pt-BR&rclk=1,Macadamia Beauty LLC.,5,-1,Fabricante,·,·,7250 Dallas Pkwy,,,#ERROR!,,Website,http://www.macadamiahair.com/,,Rotas,,,,,
https://www.google.com.br/maps/place/The+Highbrow+Company/data=!4m7!3m6!1s0x864c2386f522e8e1:0xafc86b20ff279692!8m2!3d33.0258876!4d-96.7685473!16s%2Fg%2F11g0w1vg5z!19sChIJ4egi9YYjTIYRkpYn_yBryK8?authuser=0&hl=pt-BR&rclk=1,The Highbrow Company,5,-4,Fábrica de cosméticos,·,1820 Coit Rd #140,Fechado,· Abre seg. às 08:00,·,#ERROR!,,Rotas,,,,,,,,
https://www.google.com.br/maps/place/Maven+Artistry/data=!4m7!3m6!1s0x864c236f2d27cf87:0x5981b2bdbf980dd0!8m2!3d33.0074049!4d-96.7794492!16s%2Fg%2F11ft0469f8!19sChIJh88nLW8jTIYR0A2Yv72ygVk?authuser=0&hl=pt-BR&rclk=1,Maven Artistry,5,-43,Fábrica de cosméticos,·,·,535 Talbert Dr Suite 104,,,#ERROR!,,Website,http://www.mavenartistry.com/,,Rotas,,,,,
https://www.google.com.br/maps/place/Spa+Order/data=!4m7!3m6!1s0x80dcd95ca695f4cd:0xc2b3a2dd6a9db2bb!8m2!3d33.010051!4d-96.6567091!16s%2Fg%2F11clvw3v3b!19sChIJzfSVplzZ3IARu7Kdat2is8I?authuser=0&hl=pt-BR&rclk=1,Spa Order,"4,7",-76,Atacadista,·,·,4001 E Plano Pkwy # 100,Fechado,· Abre seg. às 08:00,#ERROR!,,Website,http://www.spaorder.com/,,Rotas,,·,Serviços no local,,
https://www.google.com.br/maps/place/The+Cosmetics+Company+Store/data=!4m7!3m6!1s0x864c112b6d9b1c0b:0x759d0f9780326e14!8m2!3d33.1335253!4d-96.6603846!16s%2Fg%2F1thtp_bj!19sChIJCxybbSsRTIYRFG4ygJcPnXU?authuser=0&hl=pt-BR&rclk=1,The Cosmetics Company Store,"4,6",-420,Loja de cosmético,·,·,820 W Stacy Rd Suite 648,Fechado,· Abre seg. às 10:00,#ERROR!,,Website,http://www.thecosmeticscompanystore.com/?utm_medium=yext&utm_source=gmb,,Rotas,,·,Compras na loja,,
https://www.google.com.br/maps/place/Smooth+Skin+Supply+LLC/data=!4m7!3m6!1s0x864c193dbd10c861:0x8ca5da538b99e625!8m2!3d33.012139!4d-96.694306!16s%2Fg%2F11d_79pwq2!19sChIJYcgQvT0ZTIYRJeaZi1PapYw?authuser=0&hl=pt-BR&rclk=1,Smooth Skin Supply LLC,"4,6",-34,Fornecedor de produtos de beleza,·,961 N Ave #400,,Fechado,· Abre seg. às 09:00,,,Website,http://www.shopsebrazil.com/,,Rotas,,,,,
https://www.google.com.br/maps/place/ALA+Beauty+Corp-Salon+Equipment+Warehouse/data=!4m7!3m6!1s0x864c193cf8a1669f:0x1cd68d5954000aa2!8m2!3d33.0088902!4d-96.6942686!16s%2Fg%2F1tdpglqz!19sChIJn2ah-DwZTIYRogoAVFmN1hw?authuser=0&hl=pt-BR&rclk=1,ALA Beauty Corp-Salon Equipment Warehouse,"4,7",-143,Loja de produtos de beleza,·,·,1308 Summit Ave Suite #2,Fechado,· Abre seg. às 09:00,#ERROR!,,Website,http://www.salonequipmentwarehouse.com/,,Rotas,,·,Compras na loja,,
https://www.google.com.br/maps/place/Beauty+Manufacturing+Solutions+Corporation+HQ/data=!4m7!3m6!1s0x864c27b5fac5169d:0xf85fa781cd99bc25!8m2!3d32.9380559!4d-97.0067754!16s%2Fg%2F1261htn8m!19sChIJnRbF-rUnTIYRJbyZzYGnX_g?authuser=0&hl=pt-BR&rclk=1,Beauty Manufacturing Solutions Corporation HQ,"4,3",-59,Fabricante,·,·,1250 Freeport Pkwy,Fechado,· Abre seg. às 08:00,#ERROR!,,Website,http://www.beautymanufacture.com/,,Rotas,,·,,,
"https://www.google.com.br/maps/place/Beauty+Lab+LLC,/data=!4m7!3m6!1s0x864c1f04d3493865:0x455f47c2522067db!8m2!3d32.954891!4d-96.7142155!16s%2Fg%2F11cnrfcz5d!19sChIJZThJ0wQfTIYR22cgUsJHX0U?authuser=0&hl=pt-BR&rclk=1","Beauty Lab LLC,",5,-1,Fabricante de produtos cosméticos,·,505 N Bowser Rd,,,,#ERROR!,,Website,http://www.beautylab.net.co/,,Rotas,,,,,
https://www.google.com.br/maps/place/InStyle+Professional+Products/data=!4m7!3m6!1s0x864c193cf96aaaab:0xd92e6706f100c00b!8m2!3d33.0086238!4d-96.6936377!16s%2Fg%2F11h5q7y0yw!19sChIJq6pq-TwZTIYRC8AA8QZnLtk?authuser=0&hl=pt-BR&rclk=1,InStyle Professional Products,5,-2,Serviço de distribuição,·,1400 Summit Ave,Fechado,· Abre seg. às 10:00,·,#ERROR!,,Rotas,,,,,,,,
https://www.google.com.br/maps/place/ARITAUM/data=!4m7!3m6!1s0x864c19a8ba8039bf:0xd56b8269acca0b39!8m2!3d33.0397833!4d-96.6970411!16s%2Fg%2F11bycjrmtp!19sChIJvzmAuqgZTIYROQvKrGmCa9U?authuser=0&hl=pt-BR&rclk=1,ARITAUM,"4,5",-26,Loja de cosmético,·,·,3320 K Ave M116,Aberto,· Fecha 20:00,#ERROR!,,Website,https://us.aritaum.com/,,Rotas,,·,Serviços no local,,
https://www.google.com.br/maps/place/LuxeLabs+USA/data=!4m7!3m6!1s0x864c23610f73006b:0xec293054689b2cc8!8m2!3d33.0458397!4d-96.8319486!16s%2Fg%2F11c5b2md44!19sChIJawBzD2EjTIYRyCybaFQwKew?authuser=0&hl=pt-BR&rclk=1,LuxeLabs USA,,,Fabricante de produtos cosméticos,·,·,Fechado,· Abre seg. às 08:00,·,#ERROR!,,Rotas,,,,,6009 W Parker Rd Suite 149,,,
"https://www.google.com.br/maps/place/UI+Global+Brands,+LLC/data=!4m7!3m6!1s0x864c3a02d2299d2f:0x44ab31fc397ddc29!8m2!3d33.0875967!4d-96.8202549!16s%2Fg%2F11b7xs7py7!19sChIJL50p0gI6TIYRKdx9Ofwxq0Q?authuser=0&hl=pt-BR&rclk=1","UI Global Brands, LLC",5,-5,Atacadista de produtos de beleza,·,·,5800 Granite Pkwy STE 100,Fechado,· Abre seg. à 00:00,#ERROR!,,Website,https://www.urbanhydration.com/,,Rotas,,·,,,
https://www.google.com.br/maps/place/Lusine+Antonian+Beauty/data=!4m7!3m6!1s0x864c17df1e716d61:0x9b5fd3c0b939a15c!8m2!3d33.048735!4d-96.8318512!16s%2Fg%2F11swxvzc8x!19sChIJYW1xHt8XTIYRXKE5ucDTX5s?authuser=0&hl=pt-BR&rclk=1,Lusine Antonian Beauty,5,-85,Estúdio de maquiagem,·,3305 Dallas Pkwy,,,,#ERROR!,,Website,https://lusineantonianbeauty.com/,,Rotas,,,,,
https://www.google.com.br/maps/place/Armstrong+McCall/data=!4m7!3m6!1s0x864c18911de50f61:0x639e32881235b6ed!8m2!3d33.0402511!4d-96.7510396!16s%2Fg%2F1thxr0xn!19sChIJYQ_lHZEYTIYR7bY1EogynmM?authuser=0&hl=pt-BR&rclk=1,Armstrong McCall,"4,8",-160,Loja de produtos de beleza,·,·,3100 Independence Pkwy APT 312,Fechado,· Abre seg. às 08:30,#ERROR!,,Website,http://www.amcontx.com/,,Rotas,,·,Compras na loja,,
https://www.google.com.br/maps/place/Sada+Cosmetic+NP+Med+Spa%2FBotox+%26+Filler+Plano/data=!4m7!3m6!1s0x864c1f3ae4449d35:0x4c416464067cdc64!8m2!3d33.0824731!4d-96.7994955!16s%2Fg%2F11s0skc_y2!19sChIJNZ1E5DofTIYRZNx8BmRkQUw?authuser=0&hl=pt-BR&rclk=1,Sada Cosmetic NP Med Spa/Botox & Filler Plano,5,-52,Spa médico,·,·,7800 Preston Rd # 145,Fechado,· Abre ter. às 10:00,#ERROR!,,Website,http://www.sadamedspa.com/,,Rotas,,·,,,
https://www.google.com.br/maps/place/Bakers+Gray+Away+Wood+Seal%2FTexas+Wood+Products/data=!4m7!3m6!1s0x864c1922e6ae7a55:0xfa8d4e987522bef9!8m2!3d33.0085321!4d-96.697913!16s%2Fg%2F1tf3byl8!19sChIJVXqu5iIZTIYR-b4idZhOjfo?authuser=0&hl=pt-BR&rclk=1,Bakers Gray Away Wood Seal/Texas Wood Products,"4,6",-58,Fabricante de tintas,·,·,1108 Summit Ave #9,Fechado,· Abre seg. às 08:00,#ERROR!,,Website,http://www.texaswoodproducts.com/,,Rotas,,·,,,
https://www.google.com.br/maps/place/Michael+Marcus+Cosmetics/data=!4m7!3m6!1s0x864c1e2b8acc005d:0x513d32ade941eeac!8m2!3d32.8752722!4d-96.7644868!16s%2Fg%2F11bycg8lhz!19sChIJXQDMiiseTIYRrO5B6a0yPVE?authuser=0&hl=pt-BR&rclk=1,Michael Marcus Cosmetics,5,-2,Fabricante,·,·,7037 Twin Hills Ave Ste 175,,,#ERROR!,,Website,http://www.michaelmarcus.com/,,Rotas,,,,,
https://www.google.com.br/maps/place/ZAR+Wellness-+Premium+CBD+%26+THC+Products/data=!4m7!3m6!1s0x864c19cbcea4068b:0x9333edb4e62a715c!8m2!3d33.0198695!4d-96.7360649!16s%2Fg%2F11jm1b_1pf!19sChIJiwakzssZTIYRXHEq5rTtM5M?authuser=0&hl=pt-BR&rclk=1,ZAR Wellness- Premium CBD & THC Products,5,-646,Loja de cannabis,·,·,2235 W 15th St,Fechado,· Abre ter. às 11:00,#ERROR!,,Website,https://www.zarwellness.com/,,Rotas,,·,Compras na loja,,
https://www.google.com.br/maps/place/Brand+New+Promotions+%7C+Plano+Promotional+Products/data=!4m7!3m6!1s0x864c72cc782e8df5:0x3f589053146139d9!8m2!3d33.3236696!4d-96.5413484!16s%2Fg%2F11dxqmztt1!19sChIJ9Y0ueMxyTIYR2TlhFFOQWD8?authuser=0&hl=pt-BR&rclk=1,Brand New Promotions | Plano Promotional Products,5,-23,Fornecedor de produtos promocionais,,·,,Fechado,· Abre seg. à 00:00,#ERROR!,,Website,http://brandnewpromotions.com/,,Rotas,,,Agendamento on-line,,
https://www.google.com.br/maps/place/Ulta+Beauty/data=!4m7!3m6!1s0x864c3cefd4b88d39:0x69e66f7464d83dd5!8m2!3d33.107363!4d-96.812176!16s%2Fg%2F1tgc057c!19sChIJOY241O88TIYR1T3YZHRv5mk?authuser=0&hl=pt-BR&rclk=1,Ulta Beauty,"4,1",-717,Loja de cosmético,·,3333 Preston Road,Fechado,· Abre seg. às 10:00,·,(972) 668-4171,,Rotas,,,,,,,,
https://www.google.com.br/maps/place/Revision+Skincare/data=!4m7!3m6!1s0x864c29dd8cf3b80b:0xa8280d57a0b37f!8m2!3d32.890992!4d-96.985718!16s%2Fg%2F124srw35r!19sChIJC7jzjN0pTIYRf7OgVw0oqAA?authuser=0&hl=pt-BR&rclk=1,Revision Skincare,"4,3",-6,Fabricante,·,5930 Campus Circle Drive West,Fechado,· Abre seg. às 09:00,·,(214) 678-0023,,Website,https://www.google.com.br/aclk?sa=L&ai=DChsSEwjO0vqd7K-UAxUbWEgAHfdeBloYACICCAEQAhoCY2U&co=1&ase=2&gclid=Cj0KCQjw2YDQBhD_ARIsAE1qeSeJm69rhZWEMrEyHdKDBSUcOulyixWiBpzcyHdFzb9TBpIVbE80xikaAgdzEALw_wcB&cid=CAASuwHkaBxmx-z2bnBZNUCug3NJfaMtUEAxpkXmtibzdLxlBK2ls1HMD6gmGvCOHh2AKOV_nS85jMbSP6CrhNKSJY-wmp_e_7JeDI7pF8_WC2D-HskLrakpmX_YiDi7H-4sHzLghsR2ZDaKC9jThe2CI95coX9zrQCMn6uR32TF6g4a0M1T4ZvZ-lK93IbZG5pSdurOV5qm0xb0mG9KM_vycWmxouw2hZKebk36-XtiUdKcyOQiZTkcuhradBf1&cce=2&category=acrcp_v1_32&sig=AOD64_1HJ9uuVZGhGC91dltAdEK4mAHrLg&adurl&q&ctype=99&nis=6,,Rotas,,,,,
https://www.google.com.br/maps/place/KMA+Skin+Clarity/data=!4m7!3m6!1s0x864c24805abe9ab7:0x84f87d2de6b0047!8m2!3d33.0294971!4d-96.8369321!16s%2Fg%2F11f3qy6pm9!19sChIJt5q-WoAkTIYRRwBr3tKHTwg?authuser=0&hl=pt-BR&rclk=1,KMA Skin Clarity,5,-37,Spa facial,·,·,6400 W Plano Pkwy 135 Suite 24,Fechado,· Abre ter. às 11:00,#ERROR!,,Website,http://kmaskinclarity.com/,,Rotas,,·,,,
